cod_area_negocio;area_negocio;cod_adn_cg;partition_date
IPRP2ORMPBP;Banca Privada;BPRI;2020-12-31
INPUOTRBP;Banca Privada;BPRI;2020-12-31
INPUOTRBPMP;Banca Privada;BPRI;2020-12-31
INSPUGBPRIO;Banca Privada;BPRI;2020-12-31
INSPUGBPRIOMP;Banca Privada;BPRI;2020-12-31
INSPUGOBP;Banca Privada;BPRI;2020-12-31
INSPUIDBP;Banca Privada;BPRI;2020-12-31
INSPUIDBPMP;Banca Privada;BPRI;2020-12-31
IPUBGOPRMP;Banca Privada;BPRI;2020-12-31
IPUBGOPRMPBP;Banca Privada;BPRI;2020-12-31
IPUC1BP;Banca Privada;BPRI;2020-12-31
IPUC1MPBP;Banca Privada;BPRI;2020-12-31
IPUC2BP;Banca Privada;BPRI;2020-12-31
IPUC2MPBP;Banca Privada;BPRI;2020-12-31
IPUEDBP;Banca Privada;BPRI;2020-12-31
IPUEDBPMP;Banca Privada;BPRI;2020-12-31
IPUEMPAGBP;Banca Privada;BPRI;2020-12-31
IPUEMPAGMPBP;Banca Privada;BPRI;2020-12-31
IPUEMPORBP;Banca Privada;BPRI;2020-12-31
IPUEMPORMPBP;Banca Privada;BPRI;2020-12-31
IPUGE1AGBP;Banca Privada;BPRI;2020-12-31
IPUGE1AGMPBP;Banca Privada;BPRI;2020-12-31
IPUGE1ORBP;Banca Privada;BPRI;2020-12-31
IPUGE1ORMPBP;Banca Privada;BPRI;2020-12-31
IPUGOBBP;Banca Privada;BPRI;2020-12-31
IPUGOBMPBP;Banca Privada;BPRI;2020-12-31
IPUP1ORBP;Banca Privada;BPRI;2020-12-31
IPUP1ORMPBP;Banca Privada;BPRI;2020-12-31
IPUP2AGBP;Banca Privada;BPRI;2020-12-31
IPUP2AGMPBP;Banca Privada;BPRI;2020-12-31
IPUP2ORBP;Banca Privada;BPRI;2020-12-31
IPUP2ORMPBP;Banca Privada;BPRI;2020-12-31
P1AGRBP;Banca Privada;BPRI;2020-12-31
P1AGRMPBP;Banca Privada;BPRI;2020-12-31
P1ORBP;Banca Privada;BPRI;2020-12-31
P1ORMPBP;Banca Privada;BPRI;2020-12-31
P2AGRBP;Banca Privada;BPRI;2020-12-31
P2AGRMPBP;Banca Privada;BPRI;2020-12-31
P2ORBP;Banca Privada;BPRI;2020-12-31
P2ORMPBP;Banca Privada;BPRI;2020-12-31
RAA1BP;Banca Privada;BPRI;2020-12-31
RAA1BPMP;Banca Privada;BPRI;2020-12-31
RAA2BP;Banca Privada;BPRI;2020-12-31
RAA2BPMP;Banca Privada;BPRI;2020-12-31
RAA3BP;Banca Privada;BPRI;2020-12-31
RAA3BPMP;Banca Privada;BPRI;2020-12-31
RMAC1BP;Banca Privada;BPRI;2020-12-31
RMAC1BPMP;Banca Privada;BPRI;2020-12-31
RMAC2BP;Banca Privada;BPRI;2020-12-31
RMAC2BPMP;Banca Privada;BPRI;2020-12-31
RMAC3BP;Banca Privada;BPRI;2020-12-31
RMAC3BPMP;Banca Privada;BPRI;2020-12-31
RMEB1BP;Banca Privada;BPRI;2020-12-31
RMEB1BPMP;Banca Privada;BPRI;2020-12-31
RMEB2BP;Banca Privada;BPRI;2020-12-31
RMEB2BPMP;Banca Privada;BPRI;2020-12-31
RMEB3BP;Banca Privada;BPRI;2020-12-31
RMEB3BPMP;Banca Privada;BPRI;2020-12-31
RSS1BP;Banca Privada;BPRI;2020-12-31
RSS1BPMP;Banca Privada;BPRI;2020-12-31
RSS2BP;Banca Privada;BPRI;2020-12-31
RSS2BPMP;Banca Privada;BPRI;2020-12-31
RSS3BP;Banca Privada;BPRI;2020-12-31
RSS3BPMP;Banca Privada;BPRI;2020-12-31
RSS1;Select;SELE;2020-06-30
RSS1CIT;Select;SELE;2020-06-30
RSS1CITMP;Select;SELE;2020-06-30
RSS1MP;Select;SELE;2020-06-30
RSS2;Select;SELE;2020-06-30
RSS2CIT;Select;SELE;2020-06-30
RSS2CITMP;Select;SELE;2020-06-30
RSS2MP;Select;SELE;2020-06-30
RSS3;Select;SELE;2020-06-30
RSS3CIT;Select;SELE;2020-06-30
RSS3CITMP;Select;SELE;2020-06-30
RSS3MP;Select;SELE;2020-06-30
RAA1;Renta Alta;RALT;2020-06-30
RAA1CIT;Renta Alta;RALT;2020-06-30
RAA1CITMP;Renta Alta;RALT;2020-06-30
RAA1MP;Renta Alta;RALT;2020-06-30
RAA2;Renta Alta;RALT;2020-06-30
RAA2CIT;Renta Alta;RALT;2020-06-30
RAA2CITMP;Renta Alta;RALT;2020-06-30
RAA2MP;Renta Alta;RALT;2020-06-30
RAA3;Renta Alta;RALT;2020-06-30
RAA3CIT;Renta Alta;RALT;2020-06-30
RAA3CITMP;Renta Alta;RALT;2020-06-30
RAA3MP;Renta Alta;RALT;2020-06-30
RMEB1;Renta Media;RMED;2020-06-30
RMEB1CIT;Renta Media;RMED;2020-06-30
RMEB1CITMP;Renta Media;RMED;2020-06-30
RMEB1MP;Renta Media;RMED;2020-06-30
RMEB2;Renta Media;RMED;2020-06-30
RMEB2CIT;Renta Media;RMED;2020-06-30
RMEB2CITMP;Renta Media;RMED;2020-06-30
RMEB2MP;Renta Media;RMED;2020-06-30
RMEB3;Renta Media;RMED;2020-06-30
RMEB3CIT;Renta Media;RMED;2020-06-30
RMEB3CITMP;Renta Media;RMED;2020-06-30
RMEB3MP;Renta Media;RMED;2020-06-30
GE8888;Renta Baja;RBAJ;2020-06-30
RMAC1;Renta Baja;RBAJ;2020-06-30
RMAC1CIT;Renta Baja;RBAJ;2020-06-30
RMAC1CITMP;Renta Baja;RBAJ;2020-06-30
RMAC1MP;Renta Baja;RBAJ;2020-06-30
RMAC2;Renta Baja;RBAJ;2020-06-30
RMAC2CIT;Renta Baja;RBAJ;2020-06-30
RMAC2CITMP;Renta Baja;RBAJ;2020-06-30
RMAC2MP;Renta Baja;RBAJ;2020-06-30
RMAC3;Renta Baja;RBAJ;2020-06-30
RMAC3CIT;Renta Baja;RBAJ;2020-06-30
RMAC3CITMP;Renta Baja;RBAJ;2020-06-30
RMAC3MP;Renta Baja;RBAJ;2020-06-30
IPUP1AGBP;Pyme I;PYM1;2020-06-30
IPUP1AGMPBP;Pyme I;PYM1;2020-06-30
P1AGR;Pyme I;PYM1;2020-06-30
P1AGRCIT;Pyme I;PYM1;2020-06-30
P1AGRCITMP;Pyme I;PYM1;2020-06-30
P1AGRMP;Pyme I;PYM1;2020-06-30
P1OR;Pyme I;PYM1;2020-06-30
P1ORCIT;Pyme I;PYM1;2020-06-30
P1ORCITMP;Pyme I;PYM1;2020-06-30
P1ORMP;Pyme I;PYM1;2020-06-30
P2AGR;Pyme II;PYM2;2020-06-30
P2AGRCIT;Pyme II;PYM2;2020-06-30
P2AGRCITMP;Pyme II;PYM2;2020-06-30
P2AGRMP;Pyme II;PYM2;2020-06-30
P2OR;Pyme II;PYM2;2020-06-30
P2ORCIT;Pyme II;PYM2;2020-06-30
P2ORCITMP;Pyme II;PYM2;2020-06-30
P2ORMP;Pyme II;PYM2;2020-06-30
COM1;Pyme Comercio;PYMC;2020-06-30
COM1AGRO;Pyme Comercio;PYMC;2020-06-30
COM1AGROCIT;Pyme Comercio;PYMC;2020-06-30
COM1AGROCITMP;Pyme Comercio;PYMC;2020-06-30
COM1AGROMP;Pyme Comercio;PYMC;2020-06-30
COM1CIT;Pyme Comercio;PYMC;2020-06-30
COM1CITMP;Pyme Comercio;PYMC;2020-06-30
COM1MP;Pyme Comercio;PYMC;2020-06-30
COM2;Pyme Comercio;PYMC;2020-06-30
COM2CIT;Pyme Comercio;PYMC;2020-06-30
COM2CITMP;Pyme Comercio;PYMC;2020-06-30
COM2MP;Pyme Comercio;PYMC;2020-06-30
EMPAGRO;Empresas;EMPE;2020-06-30
EMPAGROCIT;Empresas;EMPE;2020-06-30
EMPAGROCITMP;Empresas;EMPE;2020-06-30
EMPAGROMP;Empresas;EMPE;2020-06-30
EMPOR;Empresas;EMPE;2020-06-30
EMPORCIT;Empresas;EMPE;2020-06-30
EMPORCITMP;Empresas;EMPE;2020-06-30
EMPORMP;Empresas;EMPE;2020-06-30
GE1AG;Grandes Empresas;GEMP;2020-06-30
GE1AGCIT;Grandes Empresas;GEMP;2020-06-30
GE1AGCITMP;Grandes Empresas;GEMP;2020-06-30
GE1AGMP;Grandes Empresas;GEMP;2020-06-30
GE1OR;Grandes Empresas;GEMP;2020-06-30
GE1ORCIT;Grandes Empresas;GEMP;2020-06-30
GE1ORCITMP;Grandes Empresas;GEMP;2020-06-30
GE1ORMP;Grandes Empresas;GEMP;2020-06-30
GEGGNOMRG;Grandes Empresas;GEMP;2020-06-30
GELANOMRG;Grandes Empresas;GEMP;2020-06-30
INPUIDEUGEO;Instituciones Publicas;INPU;2020-06-30
INPUIDEUGEOMP;Instituciones Publicas;INPU;2020-06-30
INPUOIDESK;Instituciones Publicas;INPU;2020-06-30
INPUOIDESKMP;Instituciones Publicas;INPU;2020-06-30
INPUOTRUGE;Instituciones Publicas;INPU;2020-06-30
INPUOTRUGEMP;Instituciones Publicas;INPU;2020-06-30
INSPUUGE;Instituciones Publicas;INPU;2020-06-30
INSPUUGEMP;Instituciones Publicas;INPU;2020-06-30
IPUC;Instituciones Publicas;INPU;2020-06-30
IPUC1;Instituciones Publicas;INPU;2020-06-30
IPUC1MP;Instituciones Publicas;INPU;2020-06-30
IPUC2;Instituciones Publicas;INPU;2020-06-30
IPUC2MP;Instituciones Publicas;INPU;2020-06-30
IPUEDU;Instituciones Publicas;INPU;2020-06-30
IPUEDUMP;Instituciones Publicas;INPU;2020-06-30
IPUEMP;Instituciones Publicas;INPU;2020-06-30
IPUEMPAG;Instituciones Publicas;INPU;2020-06-30
IPUEMPAGMP;Instituciones Publicas;INPU;2020-06-30
IPUEMPOR;Instituciones Publicas;INPU;2020-06-30
IPUEMPORMP;Instituciones Publicas;INPU;2020-06-30
IPUGE1;Instituciones Publicas;INPU;2020-06-30
IPUGE1AG;Instituciones Publicas;INPU;2020-06-30
IPUGE1AGMP;Instituciones Publicas;INPU;2020-06-30
IPUGE1OR;Instituciones Publicas;INPU;2020-06-30
IPUGE1ORMP;Instituciones Publicas;INPU;2020-06-30
IPUGOB;Instituciones Publicas;INPU;2020-06-30
IPUGOBMP;Instituciones Publicas;INPU;2020-06-30
IPUOTRA;Instituciones Publicas;INPU;2020-06-30
IPUOTRACIT;Instituciones Publicas;INPU;2020-06-30
IPUOTRACITMP;Instituciones Publicas;INPU;2020-06-30
IPUOTRAMP;Instituciones Publicas;INPU;2020-06-30
IPUP1;Instituciones Publicas;INPU;2020-06-30
IPUP1AG;Instituciones Publicas;INPU;2020-06-30
IPUP1AGMP;Instituciones Publicas;INPU;2020-06-30
IPUP1OR;Instituciones Publicas;INPU;2020-06-30
IPUP1ORMP;Instituciones Publicas;INPU;2020-06-30
IPUP2;Instituciones Publicas;INPU;2020-06-30
IPUP2AG;Instituciones Publicas;INPU;2020-06-30
IPUP2AGMP;Instituciones Publicas;INPU;2020-06-30
IPUP2OR;Instituciones Publicas;INPU;2020-06-30
IPUP2ORMP;Instituciones Publicas;INPU;2020-06-30
IPURA;Instituciones Publicas;INPU;2020-06-30
IPURAA1;Instituciones Publicas;INPU;2020-06-30
IPURAA1MP;Instituciones Publicas;INPU;2020-06-30
IPURAA2;Instituciones Publicas;INPU;2020-06-30
IPURAA2MP;Instituciones Publicas;INPU;2020-06-30
IPURAA3;Instituciones Publicas;INPU;2020-06-30
IPURAA3MP;Instituciones Publicas;INPU;2020-06-30
IPURC;Instituciones Publicas;INPU;2020-06-30
IPURMA;Instituciones Publicas;INPU;2020-06-30
IPURMAC1;Instituciones Publicas;INPU;2020-06-30
IPURMAC1MP;Instituciones Publicas;INPU;2020-06-30
IPURMAC2;Instituciones Publicas;INPU;2020-06-30
IPURMAC2MP;Instituciones Publicas;INPU;2020-06-30
IPURMAC3;Instituciones Publicas;INPU;2020-06-30
IPURMAC3MP;Instituciones Publicas;INPU;2020-06-30
IPURME;Instituciones Publicas;INPU;2020-06-30
IPURMEB1;Instituciones Publicas;INPU;2020-06-30
IPURMEB1MP;Instituciones Publicas;INPU;2020-06-30
IPURMEB2;Instituciones Publicas;INPU;2020-06-30
IPURMEB2MP;Instituciones Publicas;INPU;2020-06-30
IPURMEB3;Instituciones Publicas;INPU;2020-06-30
IPURMEB3MP;Instituciones Publicas;INPU;2020-06-30
IPUSALUD;Instituciones Publicas;INPU;2020-06-30
IPUSALUDMP;Instituciones Publicas;INPU;2020-06-30
ISPUIDGOBI;Instituciones Publicas;INPU;2020-06-30
ISPUIDGOBIMP;Instituciones Publicas;INPU;2020-06-30
INPRIDUGEO;Instituciones Privadas;INPR;2020-06-30
INPRIDUGEOMP;Instituciones Privadas;INPR;2020-06-30
INPROIDESK;Instituciones Privadas;INPR;2020-06-30
INPROIDESKMP;Instituciones Privadas;INPR;2020-06-30
INPROTRUGE;Instituciones Privadas;INPR;2020-06-30
INPROTRUGEMP;Instituciones Privadas;INPR;2020-06-30
INPS3R;Instituciones Privadas;INPR;2020-06-30
IPRAG;Instituciones Privadas;INPR;2020-06-30
IPRAGMP;Instituciones Privadas;INPR;2020-06-30
IPRC;Instituciones Privadas;INPR;2020-06-30
IPRC1;Instituciones Privadas;INPR;2020-06-30
IPRC1MP;Instituciones Privadas;INPR;2020-06-30
IPRC2;Instituciones Privadas;INPR;2020-06-30
IPRC2MP;Instituciones Privadas;INPR;2020-06-30
IPRCPMSIOBSOMP;Instituciones Privadas;INPR;2020-06-30
IPRCPMUSIOBSO;Instituciones Privadas;INPR;2020-06-30
IPRE;Instituciones Privadas;INPR;2020-06-30
IPREDRID;Instituciones Privadas;INPR;2020-06-30
IPREDRIDMP;Instituciones Privadas;INPR;2020-06-30
IPREDU;Instituciones Privadas;INPR;2020-06-30
IPREDUCIT;Instituciones Privadas;INPR;2020-06-30
IPREDUCITMP;Instituciones Privadas;INPR;2020-06-30
IPREDUMP;Instituciones Privadas;INPR;2020-06-30
IPREMP;Instituciones Privadas;INPR;2020-06-30
IPRGE1;Instituciones Privadas;INPR;2020-06-30
IPRGE1AG;Instituciones Privadas;INPR;2020-06-30
IPRGE1AGMP;Instituciones Privadas;INPR;2020-06-30
IPRGE1MP;Instituciones Privadas;INPR;2020-06-30
IPRGE1OR;Instituciones Privadas;INPR;2020-06-30
IPRGE1ORMP;Instituciones Privadas;INPR;2020-06-30
IPRIS2;Instituciones Privadas;INPR;2020-06-30
IPRIVMP(S3);Instituciones Privadas;INPR;2020-06-30
IPRIVMPS1;Instituciones Privadas;INPR;2020-06-30
IPRIVS1;Instituciones Privadas;INPR;2020-06-30
IPRMPS2;Instituciones Privadas;INPR;2020-06-30
IPROR;Instituciones Privadas;INPR;2020-06-30
IPRORMP;Instituciones Privadas;INPR;2020-06-30
IPROTRA;Instituciones Privadas;INPR;2020-06-30
IPROTRACIT;Instituciones Privadas;INPR;2020-06-30
IPROTRACITMP;Instituciones Privadas;INPR;2020-06-30
IPROTRAMP;Instituciones Privadas;INPR;2020-06-30
IPRP1;Instituciones Privadas;INPR;2020-06-30
IPRP1AG;Instituciones Privadas;INPR;2020-06-30
IPRP1AGMP;Instituciones Privadas;INPR;2020-06-30
IPRP1MP;Instituciones Privadas;INPR;2020-06-30
IPRP1OR;Instituciones Privadas;INPR;2020-06-30
IPRP1ORMP;Instituciones Privadas;INPR;2020-06-30
IPRP2;Instituciones Privadas;INPR;2020-06-30
IPRP2AG;Instituciones Privadas;INPR;2020-06-30
IPRP2AGMP;Instituciones Privadas;INPR;2020-06-30
IPRP2MP;Instituciones Privadas;INPR;2020-06-30
IPRP2OR;Instituciones Privadas;INPR;2020-06-30
IPRP2ORMP;Instituciones Privadas;INPR;2020-06-30
IPRRA;Instituciones Privadas;INPR;2020-06-30
IPRRAA1;Instituciones Privadas;INPR;2020-06-30
IPRRAA1MP;Instituciones Privadas;INPR;2020-06-30
IPRRAA2;Instituciones Privadas;INPR;2020-06-30
IPRRAA2MP;Instituciones Privadas;INPR;2020-06-30
IPRRAA3;Instituciones Privadas;INPR;2020-06-30
IPRRAA3MP;Instituciones Privadas;INPR;2020-06-30
IPRRC;Instituciones Privadas;INPR;2020-06-30
IPRRMA;Instituciones Privadas;INPR;2020-06-30
IPRRMAC1;Instituciones Privadas;INPR;2020-06-30
IPRRMAC1MP;Instituciones Privadas;INPR;2020-06-30
IPRRMAC2;Instituciones Privadas;INPR;2020-06-30
IPRRMAC2MP;Instituciones Privadas;INPR;2020-06-30
IPRRMAC3;Instituciones Privadas;INPR;2020-06-30
IPRRMAC3MP;Instituciones Privadas;INPR;2020-06-30
IPRRME;Instituciones Privadas;INPR;2020-06-30
IPRRMEB1;Instituciones Privadas;INPR;2020-06-30
IPRRMEB1MP;Instituciones Privadas;INPR;2020-06-30
IPRRMEB2;Instituciones Privadas;INPR;2020-06-30
IPRRMEB2MP;Instituciones Privadas;INPR;2020-06-30
IPRRMEB3;Instituciones Privadas;INPR;2020-06-30
IPRRMEB3MP;Instituciones Privadas;INPR;2020-06-30
ACPMRGBC;BMA;SCIB;2020-06-30
ACSBC;BMA;SCIB;2020-06-30
ACSBCSA;BMA;SCIB;2020-06-30
ACSEINT;BMA;SCIB;2020-06-30
ACSEL;BMA;SCIB;2020-06-30
ACSEM;BMA;SCIB;2020-06-30
ACSGG;BMA;SCIB;2020-06-30
ACSLA;BMA;SCIB;2020-06-30
ACSOEFIN;BMA;SCIB;2020-06-30
ACSSP;BMA;SCIB;2020-06-30
AN02030500;BMA;SCIB;2020-06-30
AN02033000;BMA;SCIB;2020-06-30
AN02040101;BMA;SCIB;2020-06-30
AN02040102;BMA;SCIB;2020-06-30
AN02040103;BMA;SCIB;2020-06-30
AN02050101;BMA;SCIB;2020-06-30
AN02090101;BMA;SCIB;2020-06-30
AN02090102;BMA;SCIB;2020-06-30
AN02090103;BMA;SCIB;2020-06-30
AN02090201;BMA;SCIB;2020-06-30
AN02090202;BMA;SCIB;2020-06-30
AN02090203;BMA;SCIB;2020-06-30
CASHEINT;BMA;SCIB;2020-06-30
CASHMPMRGBC;BMA;SCIB;2020-06-30
CASHMPMRGEL;BMA;SCIB;2020-06-30
CASHMPMRGEM;BMA;SCIB;2020-06-30
CASHMPMRGGE;BMA;SCIB;2020-06-30
CASHMPMRGGG;BMA;SCIB;2020-06-30
CASHMPMRGLA;BMA;SCIB;2020-06-30
CASHMPMRGSP;BMA;SCIB;2020-06-30
CASHMRGBC;BMA;SCIB;2020-06-30
CASHMRGBSA;BMA;SCIB;2020-06-30
CASHMRGBSAMP;BMA;SCIB;2020-06-30
CASHMRGEL;BMA;SCIB;2020-06-30
CASHMRGEM;BMA;SCIB;2020-06-30
CASHMRGEMP;BMA;SCIB;2020-06-30
CASHMRGGE;BMA;SCIB;2020-06-30
CASHMRGGG;BMA;SCIB;2020-06-30
CASHMRGLA;BMA;SCIB;2020-06-30
CASHMRGPY1;BMA;SCIB;2020-06-30
CASHMRGPY2;BMA;SCIB;2020-06-30
CASHMRGSP;BMA;SCIB;2020-06-30
CD;BMA;SCIB;2020-06-30
CEDMRGBC;BMA;SCIB;2020-06-30
CUSMRGBC;BMA;SCIB;2020-06-30
CUSMRGBSA;BMA;SCIB;2020-06-30
CUSMRGEL;BMA;SCIB;2020-06-30
CUSMRGEM;BMA;SCIB;2020-06-30
CUSMRGGE;BMA;SCIB;2020-06-30
CUSMRGGG;BMA;SCIB;2020-06-30
CUSMRGLA;BMA;SCIB;2020-06-30
CUSMRGSP;BMA;SCIB;2020-06-30
CUSMRGSPMP;BMA;SCIB;2020-06-30
CUSNOMRGBC;BMA;SCIB;2020-06-30
CUSNOMRGEL;BMA;SCIB;2020-06-30
CUSNOMRGEM;BMA;SCIB;2020-06-30
CUSNOMRGGG;BMA;SCIB;2020-06-30
CUSNOMRGLA;BMA;SCIB;2020-06-30
CUSNOMRGSP;BMA;SCIB;2020-06-30
DIV31;BMA;SCIB;2020-06-30
DIV31MP;BMA;SCIB;2020-06-30
DIV80;BMA;SCIB;2020-06-30
DIV80MP;BMA;SCIB;2020-06-30
DIV80RCMP;BMA;SCIB;2020-06-30
DIV82;BMA;SCIB;2020-06-30
DIV82MP;BMA;SCIB;2020-06-30
DIV82RCMP;BMA;SCIB;2020-06-30
DIVRC31;BMA;SCIB;2020-06-30
DIVRC31MP;BMA;SCIB;2020-06-30
DIVRC80;BMA;SCIB;2020-06-30
DIVRC82;BMA;SCIB;2020-06-30
EMIMRGBC;BMA;SCIB;2020-06-30
EMVMRGBC;BMA;SCIB;2020-06-30
EQPMRGBC;BMA;SCIB;2020-06-30
EQPMRGEL;BMA;SCIB;2020-06-30
EQPMRGEM;BMA;SCIB;2020-06-30
EQPMRGGG;BMA;SCIB;2020-06-30
EQPMRGLA;BMA;SCIB;2020-06-30
EQPMRGSP;BMA;SCIB;2020-06-30
EQPNOMRGBC;BMA;SCIB;2020-06-30
EQPNOMRGEL;BMA;SCIB;2020-06-30
EQPNOMRGEM;BMA;SCIB;2020-06-30
EQPNOMRGGG;BMA;SCIB;2020-06-30
EQPNOMRGLA;BMA;SCIB;2020-06-30
EQPNOMRGSP;BMA;SCIB;2020-06-30
EQU;BMA;SCIB;2020-06-30
FBMRGBC;BMA;SCIB;2020-06-30
FBMRGBSA;BMA;SCIB;2020-06-30
FBMRGEL;BMA;SCIB;2020-06-30
FBMRGEM;BMA;SCIB;2020-06-30
FBMRGEMP;BMA;SCIB;2020-06-30
FBMRGGE;BMA;SCIB;2020-06-30
FBMRGGG;BMA;SCIB;2020-06-30
FBMRGLA;BMA;SCIB;2020-06-30
FBMRGSP;BMA;SCIB;2020-06-30
FFEEMRGBC;BMA;SCIB;2020-06-30
FFEEMRGEL;BMA;SCIB;2020-06-30
FFEEMRGEM;BMA;SCIB;2020-06-30
FFEEMRGGG;BMA;SCIB;2020-06-30
FFEEMRGLA;BMA;SCIB;2020-06-30
FFEEMRGSP;BMA;SCIB;2020-06-30
FLOWBC;BMA;SCIB;2020-06-30
FLOWBCSA;BMA;SCIB;2020-06-30
FLOWEINT;BMA;SCIB;2020-06-30
FLOWEL;BMA;SCIB;2020-06-30
FLOWEM;BMA;SCIB;2020-06-30
FLOWGG;BMA;SCIB;2020-06-30
FLOWLA;BMA;SCIB;2020-06-30
FLOWOEFIN;BMA;SCIB;2020-06-30
FLOWSP;BMA;SCIB;2020-06-30
LBKCASHBC;BMA;SCIB;2020-06-30
LBKCASHBSA;BMA;SCIB;2020-06-30
LBKCASHEM;BMA;SCIB;2020-06-30
LBKCASHGG;BMA;SCIB;2020-06-30
LBKCASHLA;BMA;SCIB;2020-06-30
LBKCASHMPBC;BMA;SCIB;2020-06-30
LBKCASHMPBSA;BMA;SCIB;2020-06-30
LBKCASHMPEM;BMA;SCIB;2020-06-30
LBKCASHMPGG;BMA;SCIB;2020-06-30
LBKCASHMPLA;BMA;SCIB;2020-06-30
LBKCASHMPSP;BMA;SCIB;2020-06-30
LBKCASHSP;BMA;SCIB;2020-06-30
LBKFBBC;BMA;SCIB;2020-06-30
LBKFBBSA;BMA;SCIB;2020-06-30
LBKFBEM;BMA;SCIB;2020-06-30
LBKFBGG;BMA;SCIB;2020-06-30
LBKFBLA;BMA;SCIB;2020-06-30
LBKFBSP;BMA;SCIB;2020-06-30
LBKSINBC;BMA;SCIB;2020-06-30
LBKSINBSA;BMA;SCIB;2020-06-30
LBKSINEM;BMA;SCIB;2020-06-30
LBKSINGG;BMA;SCIB;2020-06-30
LBKSINLA;BMA;SCIB;2020-06-30
LBKSINSP;BMA;SCIB;2020-06-30
LBKTRADEBC;BMA;SCIB;2020-06-30
LBKTRADEBSA;BMA;SCIB;2020-06-30
LBKTRADEEM;BMA;SCIB;2020-06-30
LBKTRADEGG;BMA;SCIB;2020-06-30
LBKTRADELA;BMA;SCIB;2020-06-30
LBKTRADESP;BMA;SCIB;2020-06-30
MAMRGBC;BMA;SCIB;2020-06-30
MAMRGEL;BMA;SCIB;2020-06-30
MAMRGEM;BMA;SCIB;2020-06-30
MAMRGGG;BMA;SCIB;2020-06-30
MAMRGLA;BMA;SCIB;2020-06-30
MAMRGSP;BMA;SCIB;2020-06-30
MANOMRGBC;BMA;SCIB;2020-06-30
MANOMRGEL;BMA;SCIB;2020-06-30
MANOMRGEM;BMA;SCIB;2020-06-30
MANOMRGGG;BMA;SCIB;2020-06-30
MANOMRGLA;BMA;SCIB;2020-06-30
MANOMRGSP;BMA;SCIB;2020-06-30
MMBCSA;BMA;SCIB;2020-06-30
MMBCSAMP;BMA;SCIB;2020-06-30
MMEINT;BMA;SCIB;2020-06-30
MMMRGBC;BMA;SCIB;2020-06-30
MMMRGEL;BMA;SCIB;2020-06-30
MMMRGEM;BMA;SCIB;2020-06-30
MMMRGGG;BMA;SCIB;2020-06-30
MMMRGLA;BMA;SCIB;2020-06-30
MMMRGSP;BMA;SCIB;2020-06-30
MMMRGSPMP;BMA;SCIB;2020-06-30
MMOEFIN;BMA;SCIB;2020-06-30
PFMRGBC;BMA;SCIB;2020-06-30
PFMRGEL;BMA;SCIB;2020-06-30
PFMRGEM;BMA;SCIB;2020-06-30
PFMRGGG;BMA;SCIB;2020-06-30
PFMRGLA;BMA;SCIB;2020-06-30
PFMRGSP;BMA;SCIB;2020-06-30
PFNOMRGBC;BMA;SCIB;2020-06-30
PFNOMRGEL;BMA;SCIB;2020-06-30
PFNOMRGEM;BMA;SCIB;2020-06-30
PFNOMRGGG;BMA;SCIB;2020-06-30
PFNOMRGLA;BMA;SCIB;2020-06-30
PFNOMRGSP;BMA;SCIB;2020-06-30
RFMRGBC;BMA;SCIB;2020-06-30
RFMRGEL;BMA;SCIB;2020-06-30
RFMRGEM;BMA;SCIB;2020-06-30
RFMRGGG;BMA;SCIB;2020-06-30
RFMRGLA;BMA;SCIB;2020-06-30
RFMRGSP;BMA;SCIB;2020-06-30
RFNOMRGBC;BMA;SCIB;2020-06-30
RFNOMRGEL;BMA;SCIB;2020-06-30
RFNOMRGEM;BMA;SCIB;2020-06-30
RFNOMRGGG;BMA;SCIB;2020-06-30
RFNOMRGLA;BMA;SCIB;2020-06-30
RFNOMRGSP;BMA;SCIB;2020-06-30
SINBCSA;BMA;SCIB;2020-06-30
SINMRGBC;BMA;SCIB;2020-06-30
SINMRGEL;BMA;SCIB;2020-06-30
SINMRGEM;BMA;SCIB;2020-06-30
SINMRGGG;BMA;SCIB;2020-06-30
SINMRGLA;BMA;SCIB;2020-06-30
SINMRGSP;BMA;SCIB;2020-06-30
SINNOMRGBC;BMA;SCIB;2020-06-30
SINNOMRGEL;BMA;SCIB;2020-06-30
SINNOMRGEM;BMA;SCIB;2020-06-30
SINNOMRGGG;BMA;SCIB;2020-06-30
SINNOMRGLA;BMA;SCIB;2020-06-30
SINNOMRGSP;BMA;SCIB;2020-06-30
TRABCSA;BMA;SCIB;2020-06-30
TRADEMRGBC;BMA;SCIB;2020-06-30
TRADEMRGBSA;BMA;SCIB;2020-06-30
TRADEMRGEL;BMA;SCIB;2020-06-30
TRADEMRGEM;BMA;SCIB;2020-06-30
TRADEMRGGE;BMA;SCIB;2020-06-30
TRADEMRGGG;BMA;SCIB;2020-06-30
TRADEMRGLA;BMA;SCIB;2020-06-30
TRADEMRGSP;BMA;SCIB;2020-06-30
TRAEINT;BMA;SCIB;2020-06-30
TRAMRGBC;BMA;SCIB;2020-06-30
TRAMRGEL;BMA;SCIB;2020-06-30
TRAMRGEM;BMA;SCIB;2020-06-30
TRAMRGGG;BMA;SCIB;2020-06-30
TRAMRGLA;BMA;SCIB;2020-06-30
TRAMRGSP;BMA;SCIB;2020-06-30
TRAOEFIN;BMA;SCIB;2020-06-30
VENTBCSA;BMA;SCIB;2020-06-30
